OrganisationName,CompanyNumber,,,,,,
HP INC UK Limited,9408979,,,,,,
HPC Healthline UK Limited,2000388,,,,,,
HPC Public Limited Company,622352,,,,,,
HPI Limited,4068979,,,,,,
HPI UK Holding Ltd.,5598207,,,,,,
Hqcb Investments Limited,4353135,,,,,,
HR Go PLC,924542,,,,,,
HRP Limited,832237,,,,,,
HS Marston Aerospace Limited,2590031,,,,,,
HS Realisations Limited,SC045681,,,,,,
HS1 Limited,3539665,,,,,,
HSB Engineering Insurance Limited,2396114,,,,,,
HSBC Alternative Investments Limited,2845800,,,,,,
HSBC Asia Holdings (UK) Limited,4308091,,,,,,
HSBC Asia Pacific Holdings (UK) Limited,1113112,,,,,,
HSBC Asset Finance (UK) Limited,229341,,,,,,
HSBC Bank PLC,14259,,,,,,
HSBC Equipment Finance (UK) Limited,1503727,,,,,,
HSBC Finance (Netherlands),2815114,,,,,,
HSBC Global Asset Management (UK) Limited,1917956,,,,,,
HSBC Global Asset Management Limited,1615598,,,,,,
HSBC Global Services Limited,5639234,,,,,,
HSBC Group Management Services Limited,9231974,,,,,,
HSBC Holdings PLC,617987,,,,,,
HSBC Investment Bank Holdings Limited,3141245,,,,,,
HSBC Invoice Finance (UK) Limited,759657,,,,,,
HSBC Life (UK) Limited,88695,,,,,,
HSBC Overseas Holdings (UK) Limited,1656361,,,,,,
HSBC Private Bank (UK) Limited,499482,,,,,,
HSBC Trust Company (UK) Limited,106294,,,,,,
HSH Motor Company Limited,4536402,,,,,,
Hsil Investments Limited,4430147,,,,,,
HSL (Analytics) LLP,OC391046,,,,,,
HSL (FM) LLP,OC391023,,,,,,
HSS Hire Group PLC,9378067,,,,,,
HSS Hire Service Group Limited,644490,,,,,,
HT & CO (Drinks) Limited,1913634,,,,,,
HTC Europe CO. Ltd,4826012,,,,,,
HTC Wolffkran Limited,9472954,,,,,,
Huawei Global Finance (UK) Limited,9227217,,,,,,
"Huawei Technologies (UK) Co., Ltd.",4295981,,,,,,
HUB East Central Scotland Limited,SC411673,,,,,,
HUB South East Scotland Limited,SC380319,,,,,,
HUB South West Scotland Limited,SC431389,,,,,,
HUB West Scotland Limited,SC381561,,,,,,
Hubbell Limited,669157,,,,,,
Huber + Suhner (UK) Limited,902205,,,,,,
Hudson Advisors UK Limited,3456028,,,,,,
Hudson Contract Services Limited,3337373,,,,,,
Hudson Energy Supply UK Limited,7489042,,,,,,
Hudson Global Resources Limited,3206355,,,,,,
HUF U.K. Limited,2121160,,,,,,
Hugh Steeper Limited,173865,,,,,,
Hughes Electrical Limited,406069,,,,,,
Hughes of Beaconsfield Limited,3027133,,,,,,
Hughes TV And Audio Limited,695682,,,,,,
Hugo Boss UK Limited,3484933,,,,,,
Huhtamaki (UK) Limited,956315,,,,,,
Huhtamaki Foodservice Delta Limited,NI018004,,,,,,
Hull City Tigers Limited,4032392,,,,,,
Hull Collaborative Academy Trust,8542806,,,,,,
Hult International Business School Ltd,3005603,,,,,,
Human Appeal,8553893,,,,,,
Humax Electronics CO. Ltd,NI032153,,,,,,
Humdinger Limited,4241596,,,,,,
Humphrey Farms Limited,5574911,,,,,,
Hungate (York) Regeneration Limited,4339730,,,,,,
Hunt And Palmer PLC,2027063,,,,,,
Hunt Group Limited,1672046,,,,,,
Huntapac Produce Limited,1409925,,,,,,
Hunter Boot Limited,SC327869,,,,,,
Hunter Douglas (UK) Limited,955278,,,,,,
Hunting Energy Services (UK) Limited,908371,,,,,,
Hunting PLC,974568,,,,,,
Hunt's Foodservice Ltd,1194446,,,,,,
Huntson Holdings Limited,2346361,,,,,,
Huntswood CTC Limited,3969379,,,,,,
Huntsworth PLC,1729478,,,,,,
Hurtigruten Limited,2865967,,,,,,
Husk (U.K.) Limited,953587,,,,,,
Husqvarna UK Limited,974979,,,,,,
Hutchinson Group Limited,4654686,,,,,,
Hutchison 3G UK Limited,3885486,,,,,,
Hutchison Ports (UK) Limited,3484910,,,,,,
Hutchison Ports Europe Limited,3057136,,,,,,
Hutt Investments Limited,7545055,,,,,,
Hutton Construction Limited,2016581,,,,,,
Hutton East Limited,9730591,,,,,,
Huws Gray Limited,2506633,,,,,,
HW Martin Holdings Limited,2941889,,,,,,
Hydac Limited,2598826,,,,,,
Hyde Aero Products Limited,2671608,,,,,,
Hyde Group Holdings Limited,3946707,,,,,,
Hyde Housing Association Limited,IP18195R,,,,,,
Hyde Industrial Holdings Limited,1165611,,,,,,
Hyde New Build Limited,7250525,,,,,,
Hydraforce Hydraulics Limited,2286591,,,,,,
Hydrasun Group Holdings Ltd,8368958,,,,,,
Hydrasun Limited,SC059688,,,,,,
Hydratight Limited,3069889,,,,,,
Hydro Aluminium Deeside Limited,1786117,,,,,,
Hydro Building Systems UK Limited,1029071,,,,,,
Hydro Components UK Ltd.,6249930,,,,,,
Hydro Extrusion UK Ltd,961843,,,,,,
Hydrogen Group PLC,5563206,,,,,,
Hydrogen International Limited,3876449,,,,,,
Hymans Robertson LLP,OC310282,,,,,,
Hyperama PLC,2667340,,,,,,
Hyperion Insurance Group Limited,2937398,,,,,,
Hyperion Services Limited,2937399,,,,,,
Hypnos Limited,213405,,,,,,
Hyster-Yale UK Limited,2636775,,,,,,
Hy-Ten Group Limited,862342,,,,,,
Hy-Ten Limited,598988,,,,,,
Hyundai Capital UK Limited,7945949,,,,,,
Hyundai Motor UK Limited,5446560,,,,,,
Hyve Solutions Europe Limited,2311223,,,,,,
I P P F,CHA229476,,,,,,
I Supply Energy Limited,6053905,,,,,,
I. & H. Brown Limited,SC040891,,,,,,
I. W. T. Deeside Limited,4829658,,,,,,
I.C.S. (UK) Limited,3665746,,,,,,
I.C.T.S. (U.K.) Limited,2143366,,,,,,
I.F.P. Forest And Paper Products (UK) Limited,743374,,,,,,
I.G. Doors Limited,4867822,,,,,,
I.G. Industries Holdings Limited,4108502,,,,,,
I.G. Industries Public Limited Company,2228238,,,,,,
I.I.R. Limited,1835199,,,,,,
I.M. Group Limited,3456018,,,,,,
I.M. Properties PLC,3456022,,,,,,
IAG Cargo Limited,8075326,,,,,,
IAN Allan Group Limited,739567,,,,,,
IAN Allan Travel Limited,494505,,,,,,
IAN Guest Holdings Limited,1269014,,,,,,
IAN Macleod Distillers Limited,SC032696,,,,,,
IAN Mosey (Feed) Limited,6833184,,,,,,
IAN Mosey (Livestock) Limited,6833157,,,,,,
IAN Mosey Limited,1441284,,,,,,
IAN Williams (Holdings) Limited,370249,,,,,,
IAN Williams Limited,879464,,,,,,
IB Group Ltd,9990469,,,,,,
IBC Vehicles Limited,2091272,,,,,,
Ibco Limited,5180507,,,,,,
Iberdrola Engineering And Construction UK Limited,SC345934,,,,,,
Ibex Global Solutions Limited,8462510,,,,,,
IBM Services Centre UK Limited,9360752,,,,,,
IBM United Kingdom Financial Services Limited,1197743,,,,,,
IBM United Kingdom Limited,741598,,,,,,
IBP Global Trading Limited,7577071,,,,,,
Ibstock Brick Limited,63230,,,,,,
Ibstock PLC,9760850,,,,,,
Icap Europe Limited,170463,,,,,,
Icap Management Services Limited,2189561,,,,,,
Icap Securities Limited,500777,,,,,,
Icbc (London) PLC,4552753,,,,,,
Icbc Standard Bank PLC,2130447,,,,,,
ICE Benchmark Administration Limited,8457573,,,,,,
ICE Clear Europe Limited,6219884,,,,,,
ICE Data LLP,OC304549,,,,,,
ICE Data Services Limited,5300420,,,,,,
ICE Futures Europe,1528617,,,,,,
Iceland Foods Limited,1107406,,,,,,
Iceland International Limited,3520993,,,,,,
Iceland Manufacturing Limited,1905169,,,,,,
Iceland Seafood Barraclough Ltd,1533919,,,,,,
Iceland Topco Limited,7875222,,,,,,
ICG Alternative Investment Limited,8547260,,,,,,
ICG FMC Limited,7266173,,,,,,
ICG Medical Limited,7837160,,,,,,
Icici Bank UK PLC,4663024,,,,,,
Ickenham Travel Group PLC,986305,,,,,,
ICL UK (Sales) Limited,6735338,,,,,,
Icon Clinical Research (U.K.) Limited,2541764,,,,,,
Icopal Limited,2472635,,,,,,
ICS Cool Energy Limited,5509182,,,,,,
ICS Group Holdings Limited,5510733,,,,,,
ICS UK (Holdings) Limited,4828411,,,,,,
ID Communications Limited,9214654,,,,,,
ID Medical Group Limited,3829536,,,,,,
ID Mobile Limited,9304672,,,,,,
IDC UK Limited,960665,,,,,,
IDE Group Holdings PLC,SC368538,,,,,,
Ideal Boilers Limited,322137,,,,,,
Ideal Shopping Direct Limited,1534758,,,,,,
Ideal Standard (UK) Limited,91891,,,,,,
Ideapark Limited,7554718,,,,,,
Idemia UK Limited,3783939,,,,,,
Idexx Laboratories Limited,2454226,,,,,,
IDH Limited,243708,,,,,,
Idis Limited,2143039,,,,,,
Idox PLC,3984070,,,,,,
Idox Software Ltd,2933889,,,,,,
IDT Global Limited,3322447,,,,,,
Idverde Limited,3542918,,,,,,
Idverde UK Limited,6539986,,,,,,
Iesa A & D Limited,4621135,,,,,,
Iesa Holdings Limited,6337851,,,,,,
Iesa Limited,4188491,,,,,,
Iewc UK & Ireland Ltd,5308441,,,,,,
IFC Holdings Limited,SC126718,,,,,,
Ifco Systems UK Ltd,2997052,,,,,,
IFE Services Limited,3395338,,,,,,
Ifor Williams Trailers Limited,1206036,,,,,,
Iforce Limited,3441816,,,,,,
IG Design Group PLC,1401155,,,,,,
IG Design Group UK Limited,2265899,,,,,,
IG Group Holdings PLC,4677092,,,,,,
IG Index Limited,1190902,,,,,,
IG Knowhow Limited,8087211,,,,,,
IG Markets Limited,4008957,,,,,,
Igate Computer Systems (U.K.) Limited,2859908,,,,,,
IGE Energy Services (UK) Limited,3499114,,,,,,
Iggesund Paperboard (Workington) Limited,75035,,,,,,
Iglu.Com Limited,3629676,,,,,,
Iglu.Com Transport Limited,6574258,,,,,,
Iglufastnet Limited,9602565,,,,,,
Ignis Investment Services Limited,SC101825,,,,,,
IGT UK Interactive Limited,3054588,,,,,,
IHG Hotels Limited,3130330,,,,,,
IHS Global Limited,788737,,,,,,
IHS Lothian Corporate Holdings Limited,9359488,,,,,,
IHS Lothian Limited,SC493676,,,,,,
Ihsan Holdings Ltd,4277374,,,,,,
IK Investment Partners Limited,2763049,,,,,,
Ikea Distribution Services Limited,3568682,,,,,,
Ikea Limited,1986283,,,,,,
Ikea Properties Investments Limited,3026333,,,,,,
IKO PLC,2678296,,,,,,
IKO U.K. Limited,3897526,,,,,,
Ikonic Technology Limited,6752963,,,,,,
ILF Scotland,SC500075,,,,,,
Illumina Cambridge Limited,3625145,,,,,,
Imagination Europe Limited,1442096,,,,,,
Imagination Industries Ltd,6890468,,,,,,
Imagination Technologies Group Limited,2920061,,,,,,
Imagination Technologies Limited,1306335,,,,,,
Imagine Communications Emea (UK) Ltd.,8338473,,,,,,
Imagine Cruising Limited,6803008,,,,,,
Imagine Enterprises Limited,6802961,,,,,,
Imago Holdings Limited,2747934,,,,,,
IMC Worldwide Limited,2651349,,,,,,
Imcd UK Limited,2297809,,,,,,
Imcw Holdings Limited,9630406,,,,,,
Imerys Aluminates Limited,1974484,,,,,,
Imerys Minerals Limited,269255,,,,,,
IMG Media Limited,4459066,,,,,,
IMI Kynoch Limited,713735,,,,,,
IMI PLC,714275,,,,,,
Imimobile PLC,8802718,,,,,,
Immediate Media Company Bristol Limited,5715415,,,,,,
Immediate Media Company London Limited,6189487,,,,,,
Immunodiagnostic Systems Holdings Public Limited Company,5146193,,,,,,
Impact Contracting Solutions Limited,9712169,,,,,,
Impact Fork Trucks Limited,2550150,,,,,,
Impala Holdings Limited,6306909,,,,,,
Impellam Group PLC,6511961,,,,,,
Impello Limited,4558469,,,,,,
Imperial Brands PLC,3236483,,,,,,
Imperial Car Supermarkets Limited,9637404,,,,,,
Imperial Cars of Swanwick Limited,5740108,,,,,,
Imperial Cash & Carry Limited,2137946,,,,,,
Imperial Chemical Industries Limited,218019,,,,,,
Imperial London Hotels Group Limited,7469777,,,,,,
Imperial London Hotels Limited(The),421257,,,,,,
Imperial Tobacco International Limited,116917,,,,,,
Imperial Tobacco Limited,1860181,,,,,,
Importo Limited,SC452282,,,,,,
Imtech Engineering Services Central Ltd,443522,,,,,,
Imtech Engineering Services London And South Ltd,2925156,,,,,,
Imtech Engineering Services North Ltd,1677991,,,,,,
Imtech Inviron Limited,4956673,,,,,,
Imtech Technical Services Limited,2872913,,,,,,
In Home Technology Limited,8785057,,,,,,
In Touch Games Limited,4629082,,,,,,
In Vino Limited,8393550,,,,,,
Inbrit Logistics Limited,3108526,,,,,,
INC Research UK Limited,4428083,,,,,,
Inca Digital Printers Limited,3951260,,,,,,
Ince & CO International LLP,OC361890,,,,,,
Ince & CO LLP,OC361858,,,,,,
Incentive Facilities Management Limited,4324546,,,,,,
Incentive FM Group Limited,6757544,,,,,,
Inchcape Finance PLC,2153225,,,,,,
Inchcape Fleet Solutions Limited,837940,,,,,,
Inchcape Management (Services) Limited,785779,,,,,,
Inchcape PLC,609782,,,,,,
Inchcape Retail Limited,194561,,,,,,
Inchcape Shipping Services Holdings Limited,4980958,,,,,,
Incomm Europe Limited,5322244,,,,,,
Incommunities Group Limited,4221767,,,,,,
Indemnity & Guarantee Limited,8471065,,,,,,
Independent Clinical Services Limited,4768329,,,,,,
"Independent Franchise Partners, LLP",OC344319,,,,,,
Independent Pipelines Limited,2828692,,,,,,
Independent Technology Systems Limited,3179314,,,,,,
Independent Television News Limited,548648,,,,,,
Independent Vetcare Limited,7746795,,,,,,
India Infrastructure Finance Company (UK) Limited,6496661,,,,,,
Indiana Midco 1 Limited,9641434,,,,,,
Indiana Midco 2 Limited,9641752,,,,,,
Indigo Michael Limited,7721420,,,,,,
Indigo Parent Limited,9062481,,,,,,
Indigo Service Solutions Limited,6165906,,,,,,
Indigo Services (Europe) Limited,10002878,,,,,,
Indigovision Limited,SC150401,,,,,,
Indivior EU Limited,8122832,,,,,,
Indivior PLC,9237894,,,,,,
Indivior UK Limited,7183451,,,,,,
Indometal (London) Limited,2224189,,,,,,
Industria Personnel Services Ltd.,4386504,,,,,,
"Industrial And Financial Systems, IFS UK Ltd",3277022,,,,,,
Industrial Chemicals Group Limited,1248371,,,,,,
Industrial Chemicals Limited,3886037,,,,,,
Industrial Light & Magic (UK) Ltd.,8315430,,,,,,
Industrial Turbine Company (UK) Limited,9003402,,,,,,
Ineos Chemicals France Holdings Limited,8675590,,,,,,
Ineos Chemicals Grangemouth Limited,6981897,,,,,,
Ineos Commercial Services UK Limited,7445497,,,,,,
Ineos Compounds Aycliffe Limited,8651343,,,,,,
Ineos Compounds Holdings Limited,8650822,,,,,,
Ineos Derivatives France Limited,6674365,,,,,,
Ineos E&P (UK) Limited,4376184,,,,,,
Ineos Enterprises Group Limited,4687714,,,,,,
Ineos Enterprises Holdings Limited,9328837,,,,,,
Ineos Grangemouth PLC,8698417,,,,,,
Ineos Industries Limited,6959146,,,,,,
Ineos Infrastructure (Grangemouth) Limited,6981874,,,,,,
Ineos Nitriles (UK) Limited,6238238,,,,,,
Ineos Oxide Limited,3545207,,,,,,
Ineos Paraform Holdings Limited,5293217,,,,,,
Ineos Runcorn (TPS) Holdings Limited,6574947,,,,,,
Ineos Runcorn (TPS) Limited,6575668,,,,,,
Ineos Sales (UK) Limited,7445505,,,,,,
Ineos Solvents Ethanol Limited,9728620,,,,,,
Ineos Styrolution Holding Limited,9922632,,,,,,
Ineos Technologies (Holdings) Limited,6716202,,,,,,
Ineos UK E&P Holdings Limited,SC200459,,,,,,
Ineos UK SNS Limited,1021338,,,,,,
Infectious Media Holdings Limited,6557376,,,,,,
Infineum International Limited,3623664,,,,,,
Infineum UK Ltd.,3137282,,,,,,
Infinis Energy Management Limited,10432339,,,,,,
Infinis Limited,5719060,,,,,,
Inflight Productions Ltd,1421223,,,,,,
Infobip Limited,7085757,,,,,,
Infopro Digital (Holdco) Limited,9325219,,,,,,
Infor (Farnborough) Limited,1599408,,,,,,
Infor (United Kingdom) Limited,2766416,,,,,,
Informa Finance USA Limited,8940353,,,,,,
Informa PLC,8860726,,,,,,
Informa Telecoms & Media Limited,991704,,,,,,
Informa UK Limited,1072954,,,,,,
Informatica Software Limited,3352679,,,,,,
Information Resources (UK) Limited,2714161,,,,,,
Infrared Capital Partners (Management) LLP,OC359632,,,,,,
Infrared Capital Partners Limited,3364976,,,,,,
Infrastructure Investments Holdings Limited,6555131,,,,,,
Infy Consulting Company Limited,6087315,,,,,,
ING Services Limited,1089211,,,,,,
Ingen Technical Services Limited,SC381518,,,,,,
Ingenico (UK) Limited,2135540,,,,,,
Ingenious Media Holdings Limited,6525088,,,,,,
Ingeus UK Limited,4320853,,,,,,
Ingleby (2016) Limited,10064350,,,,,,
Ingleby Services,643672,,,,,,
Ingram Micro (UK) Limited,1609968,,,,,,
Ingram Motoring Group Limited,SC055121,,,,,,
Ingredient Sourcing Limited,5406056,,,,,,
Ingredion UK Limited,7315745,,,,,,
Ingresso Group Limited,7477714,,,,,,
Inhealth Group Holdings PLC,5578428,,,,,,
Inhealth Group Limited,4620480,,,,,,
Inhealth Limited,5190234,,,,,,
Inhealth UK Holdings Limited,6993831,,,,,,
Inigo Philbrick Ltd,9053929,,,,,,
Inland Homes PLC,5482990,,,,,,
Inmarsat Global Limited,3675885,,,,,,
Inmarsat Group Limited,4886115,,,,,,
Inmarsat Investments Limited,4886096,,,,,,
Inmarsat PLC,4886072,,,,,,
Inmusic Europe Limited,3620018,,,,,,
Inn On The Park (London) Limited,1859449,,,,,,
Innocent Limited,4007092,,,,,,
Innogy Business Services UK Limited,6052966,,,,,,
Innogy Gym 4 Limited,7233491,,,,,,
Innogy Renewables UK Limited,2550622,,,,,,
Innospec Limited,344359,,,,,,
Innovative Global Business Group Ltd,5569541,,,,,,
Innovative Technology Limited,1954947,,,,,,
Innovia Films Limited,271998,,,,,,
Innserve Limited,7226521,,,,,,
Inovyn Chlorvinyls Limited,4068812,,,,,,
Inovyn Europe Limited,10398354,,,,,,
Inovyn Limited,8696245,,,,,,
Inside Ideas Group Ltd,9323085,,,,,,
Insight 2 Communication LLP,OC378624,,,,,,
Insight Direct (UK) Ltd,2579852,,,,,,
Insight Group Limited,57993,,,,,,
Insight Investment Funds Management Limited,1835691,,,,,,
Insight Investment Management (Global) Limited,827982,,,,,,
Inspectorate International Limited,638315,,,,,,
Inspiration Trust,8179349,,,,,,
Inspired Education Holdings Limited,10392529,,,,,,
Inspired Gaming (UK) Limited,3565640,,,,,,
Inspired Gaming Group Limited,5804323,,,,,,
Inspired Pet Nutrition Limited,2495237,,,,,,
Inspired Thinking Group (ITG) Limited,2967284,,,,,,
Inspop.Com Limited,3857130,,,,,,
Ins-Sure Holdings Limited,4202239,,,,,,
Instalcom Limited,3421543,,,,,,
Instant Cash Loans Limited,2685515,,,,,,
Instant Managed Offices Limited,8093543,,,,,,
Instant Offices (Holdings) Limited,8249845,,,,,,
Instarmac Group PLC,1324925,,,,,,
Instarmac Holdings Limited,3268498,,,,,,
Instinctif Partners Holdings Limited,7780133,,,,,,
Instinet Europe Limited,1915961,,,,,,
Instinet Global Services Limited,2550604,,,,,,
Institute of Cancer Research: Royal Cancer Hospital (The),534147,,,,,,
Insurance Factory Limited,2982445,,,,,,
Intec Microsystems Ltd,4933374,,,,,,
Integrafin Holdings PLC,8860879,,,,,,
Integrafin Services Limited,9541313,,,,,,
Integral Medical Holdings Limited,8770315,,,,,,
Integral Memory PLC,2480354,,,,,,
Integral UK Limited,5307588,,,,,,
Integralife UK Limited,798365,,,,,,
Integrated Accommodation Services PLC,3824397,,,,,,
Integrated Care 24 Limited,3193182,,,,,,
Integrated Cleaning Management Limited,3193989,,,,,,
Integrated Debt Services Ltd,9309759,,,,,,
Integrated Financial Arrangements Ltd,3727592,,,,,,
Integrated Utility Services Limited,2964844,,,,,,
Integrated Water Services Limited,5283349,,,,,,
Integrity Print Limited,6596913,,,,,,
Integro Insurance Brokers Limited,2957627,,,,,,
Intel Corporation (UK) Limited,1134945,,,,,,
Intelligent Processing Solutions Limited,4007855,,,,,,
Intelsat Global Sales & Marketing Ltd.,4098445,,,,,,
Inter Hannover (No.1) Limited,7036902,,,,,,
Inter Trade Pharma Limited,7123721,,,,,,
Interact Medical Limited,3082906,,,,,,
Interaction Recruitment PLC,2408326,,,,,,
Interactive Data (Europe) Limited,949387,,,,,,
"Interbay ML, Ltd",6038070,,,,,,
Intercede Holdings Limited,10643887,,,,,,
Intercity Technology Holdings Limited,9915244,,,,,,
Interconnector (UK) Limited,2989838,,,,,,
Intercontinental Hotels Group PLC,5134420,,,,,,
Intercontinental Hotels Group Services Company,575108,,,,,,
Intercounty Truck And Van Limited,4573637,,,,,,
Interdist Alliances Limited,6504536,,,,,,
Interface Europe Ltd.,309779,,,,,,
Interfish Limited,1334260,,,,,,
Interflex Scotland Limited,SC009850,,,,,,
Interfloor Limited,162988,,,,,,
Interflora British Unit,297087,,,,,,
Interflow (Tank Container System) Limited,1202048,,,,,,
Intermeats Limited,7782248,,,,,,
Intermediate Capital Group PLC,2234775,,,,,,
International Automotive Components Group Limited,5611434,,,,,,
International Beverage Holdings (UK) Limited,SC222095,,,,,,
International Circuits Limited,1041566,,,,,,
International Consolidated Airlines Group,#0070837,,,,,,
International Currency Exchange Limited,2080759,,,,,,
International Entertainment Holdings Limited,8769976,,,,,,
International Exhibition Co-Operative Wine Society Limited,IP01824R,,,,,,
International Finance Facility For Immunisation Company,5857343,,,,,,
International Flavours & Fragrances I.F.F.(Great Britain)Limited,214174,,,,,,
International Game Technology PLC,9127533,,,,,,
International Glazing Services Limited,4626269,,,,,,
International Industrial Metals Limited,9168596,,,,,,
International Management Group (UK) Limited,946580,,,,,,
International Medical Corps (UK),4474904,,,,,,
International Nuclear Services Limited,1144352,,,,,,
International Paint Limited,63604,,,,,,
International Paper (UK) Limited,SC004787,,,,,,
International Personal Finance PLC,6018973,,,,,,
International Plywood (Importers) Limited,1537086,,,,,,
International Plywood PLC,1546036,,,,,,
International Procurement And Logistics Limited,5104448,,,,,,
"International Rescue Committee, U.K.",3458056,,,,,,
International Seafoods Limited,7838062,,,,,,
International SOS Assistance UK Limited,1908770,,,,,,
International Travel Connections Limited,1030986,,,,,,
Internetq Group Limited,9798461,,,,,,
Interoute Communications Limited,4472687,,,,,,
Interoute Networks Limited,3773255,,,,,,
Interquest Group (UK) Limited,3990043,,,,,,
Interquest Group Limited,4298109,,,,,,
Interserve (Defence) Ltd,2574880,,,,,,
Interserve (Facilities Management) Ltd,3253304,,,,,,
Interserve Catering Services Limited,2505731,,,,,,
Interserve Construction Limited,303359,,,,,,
